NOMBRE;CAPITAL;BANDERA;POBLACION;MAPA
AFGANISTAN;KABUL;https://www.ecured.cu/images/f/f5/Bandera_de_Afganistan.jpg;27 611 000;https://images.mapsofworld.com/wp-content/uploads/2014/08/afghanistan-political-map.jpg
ALBANIA;TIRANA;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/albania_250.jpg;2 874 000;https://espanol.mapsofworld.com/wp-content/uploads/2014/08/albania-political-map.jpg
ALEMANIA;BERL�N;https://i.pinimg.com/736x/94/fd/66/94fd6692e260f24e30ebe78a13fe9ad5.jpg;82 605 000;https://images.mapsofworld.com/wp-content/uploads/2011/09/Germany-Poltical-Map.jpg
ANDORRA;ANDORRA LA VIEJA;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/andorra_250.jpg;79 000;https://espanol.mapsofworld.com/wp-content/uploads/2013/12/mapa-de-andorra.jpg
ANGOLA;LUANDA;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/angola_250.jpg;28 276 000;https://espanol.mapsofworld.com/wp-content/uploads/2012/12/mapa-de-angola.jpg
ANTIGUA Y BARBUDA;SAINT JOHN'S;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/Antigua-barbuda_250.jpg;91 000;https://espanol.mapsofworld.com/wp-content/uploads/2014/08/antigua-barbuda-political-map.jpg
ARABIA SAUDITA;RIAD;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/arabia-saudita_250.jpg;32 620 000;https://images.mapsofworld.com/wp-content/uploads/2014/12/arabia-saudita-mapa-pol%C3%ADtico.jpg
ARGELIA;ARGEL;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/Argelia_250.jpg;41 323 000;https://espanol.mapsofworld.com/wp-content/uploads/2012/09/mapa-de-argelia.jpg
ARGENTINA;BUENOS AIRES;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/argentina_250.jpg;43 823 000;https://espanol.mapsofworld.com/wp-content/uploads/2011/09/mapa-de-argentina.gif
ARMENIA;EREV�N;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/armenia_250.jpg;2 993 000;https://espanol.mapsofworld.com/wp-content/uploads/2013/12/armenia-mapa.jpg
AUSTRALIA;CANBERRA;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/australia_250.jpg;24 260 000;https://espanol.mapsofworld.com/wp-content/uploads/2011/09/mapa-de-australia.jpg
AUSTRIA;VIENA;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/austria_250.jpg;8 787 000;https://images.mapsofworld.com/wp-content/uploads/2013/12/Austria-Political-Map.jpg
AZERBAIY�N;BAK�;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/Azerbaiyan_250.jpg;9829000;https://images.mapsofworld.com/wp-content/uploads/2014/08/azerbaijan-political-map.jpg
BAHAMAS;NASSAU;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/Bahamas_250.jpg;375 000;https://espanol.mapsofworld.com/wp-content/uploads/2014/08/The-Bahamas-Political-Map.jpg 
BANGLAD�S;DACA;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/Banglades_250.jpg;162 039 000;https://images.mapsofworld.com/wp-content/uploads/2014/08/bangladesh-political-map.jpg 
BARBADOS;BRIDGETOWN;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/barbados_250.jpg;284 000;https://espanol.mapsofworld.com/wp-content/uploads/2014/08/barbados-political-map.jpg 
BAR�IN;MANAM�;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/Barein_250.jpg;1 981 000;https://images.mapsofworld.com/wp-content/uploads/2014/08/Bahrain-political-map.jpg 
B�LGICA;BRUSELAS;https://static.vecteezy.com/system/resources/previews/000/403/808/non_2x/illustration-of-belgium-flag-vector.jpg;11 359 000;https://espanol.mapsofworld.com/wp-content/uploads/2013/12/mapa-belgica.jpg 
BELICE;BELMOP�N;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/Belice_250.jpg;382 000;https://espanol.mapsofworld.com/wp-content/uploads/2011/09/mapa-politico-de-belice.jpg 
BENIN;PORTO-NOVO;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/Benin_250.jpg;11 362 000;https://www.mapsofworld.com/benin/maps/benin-political-map.jpg 
BIELORRUSIA;MINSK;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/bilorusia_250.jpg;9 508 000;https://images.mapsofworld.com/wp-content/uploads/2014/12/bielorrusia-mapa-pol%C3%ADtico.jpg 
BOLIVIA;SUCRE, LA PAZ;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/bolivia_250.jpg;11 066 000;https://espanol.mapsofworld.com/maps/bolivia-political.jpg 
BOSNIA Y HERZEGOVINA;SARAJEVO;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/bosnia_250.jpg;3 424 000;https://images.mapsofworld.com/wp-content/uploads/2014/12/bosnia-y-herzegovina-mapa-politico.jpg 
BOTSUANA;GABERONES;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/botsuana_250.jpg;2 247 000;https://www.mapsofworld.com/botswana/maps/botswana-political-map.jpg 
BRASIL;BRASILIA;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/brasil_250.jpg;207 012 000;https://espanol.mapsofworld.com/wp-content/uploads/2011/09/mapa-brasil.jpg 
BRUNEI;BANDAR SERI BEGAWAN;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/Brunei_250.jpg;425 000;https://images.mapsofworld.com/wp-content/uploads/2014/08/brunei-political-map.jpg 
BULGARIA;SOFIA;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/Bulgaria_250.jpg;7 110 000;https://espanol.mapsofworld.com/wp-content/uploads/2013/12/bulgaria-mapa.jpg 
BURKINA FASO;UAGADUG�;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/Burkina-Faso_250.jpg;19 344 000;https://images.mapsofworld.com/wp-content/uploads/2015/06/burkina-faso-map.jpg 
BURUNDI;BUYUMBURA;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/Burundi_250.jpg;10 261 000;https://www.mapsofworld.com/burundi/maps/burundi-political-map.jpg 
BUTAN;TIMBU;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/butan_250.jpg;781 000;https://images.mapsofworld.com/wp-content/uploads/2014/08/Bhutan-Political.jpg 
CABO VERDE;PRAIA;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/cabo-verde_250.jpg;536 000;https://espanol.mapsofworld.com/wp-content/uploads/2013/12/cabo-verde-mapa.jpg
CAMBOYA;PNON PEHN;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/camboya_250.jpg;15 402 000;https://images.mapsofworld.com/wp-content/uploads/2014/08/cambodia-political-map.jpg 
CAMERUN;YAUND�;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/camerun_250.jpg;23 372 000;https://www.mapsofworld.com/cameroon/maps/cameroon-political-map.jpg 
CANADA;OTTAWA;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/canada_250.jpg;36 477 000;https://images.mapsofworld.com/wp-content/uploads/2012/08/Canada-Political-Map.jpg 
CATAR;DOHA;https://www.banderas.pro/banderas/bandera-qatar-1.gif;2 651 000;https://i.pinimg.com/originals/aa/bd/f3/aabdf306268b8277f9774113f08270ce.gif 
CHAD;YAMENA;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/chad_250.jpg;14 415 000;https://www.mapsofworld.com/chad/maps/chad-political-map.jpg 
CHILE;SANTIAGO DE CHILE;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/chile_250.jpg;18 286 000;https://images.mapsofworld.com/wp-content/uploads/2011/09/chile-political-map.jpg 
CHINA;PEKIN;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/china_250.jpg;1 380 996 000;https://images.mapsofworld.com/wp-content/uploads/2012/06/china-political-1.jpg 
CHIPRE;NICOSIA;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/chipre_250.jpg;850 000;https://espanol.mapsofworld.com/wp-content/uploads/2013/12/chipre-mapa.jpg 
COLOMBIA;BOGOTA;https://www.lifeder.com/wp-content/uploads/2017/04/bandera-colombia-1280x720.jpg;49 067 000;https://www.mapsofworld.com/lat_long/maps/Colombia-lat-long.jpg 
COMORAS;MORONI;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/Comoras_250.jpg;817 000;https://www.mapsofworld.com/comoros/maps/comoros-map.jpg 
COREA DEL NORTE;PIONYANG;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/corea-del-norte_250.jpg;24 284 000;https://espanol.mapsofworld.com/wp-content/uploads/2013/12/mapa-de-corea-del-norte.jpg 
COREA DEL SUR;SEUL;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/corea_250.jpg;51 670 000;https://espanol.mapsofworld.com/wp-content/uploads/2013/12/mapa-de-corea-del-sur.jpg 
COSTA DE MARFIL;YAMUSUKRO, ABIY�N;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/costa-de-marfil_250.jpg;24 230 000;https://www.mapsofworld.com/cote-divoire/maps/cote-dlvorie-political-map.jpg 
COSTA RICA;SAN JOS�;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/costa-rica_250.jpg; 4 949 000;https://espanol.mapsofworld.com/wp-content/uploads/2011/09/mapa-de-costa-rica.gif 
CROACIA;ZAGREB;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/croacia_250.jpg;4 175 000;https://images.mapsofworld.com/wp-content/uploads/2013/12/Croatia-Political-Map.jpg 
CUBA;LA HABANA;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/cuba_250.jpg;11 240 000;https://espanol.mapsofworld.com/wp-content/uploads/2013/05/mapa-de-cuba.jpg 
DINAMARCA;COPENHAGUE;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/dinamarca_250.jpg;5 753 000;https://espanol.mapsofworld.com/wp-content/uploads/2013/12/dinamarca-mapa.jpg 
DOMINICA;ROSEAU;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/dominica_250.jpg;71 000;https://espanol.mapsofworld.com/wp-content/uploads/2014/08/dominica-political-map.jpg 
ECUADOR;QUITO;https://ecuadornoticias.com/wp-content/uploads/imagen-bandera-ecuador-1024x657.jpg;16 656 000;https://espanol.mapsofworld.com/wp-content/uploads/2011/09/mapa-de-ecuador.jpg 
EGIPTO;EL CAIRO;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/egipto_250.jpg;92 216 000;https://espanol.mapsofworld.com/wp-content/uploads/2013/05/mapa-de-egipto.jpg 
EL SALVADOR;SAN SALVADOR;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/el-salvador_250.jpg;6 551 000;https://espanol.mapsofworld.com/wp-content/uploads/2011/09/mapa-de-el-salvador1.jpg 
EMIRATOS ARABES UNIDOS;ABU DABI;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/emiratos-arabes-unidos_250.jpg;9 082 000;https://images.mapsofworld.com/wp-content/uploads/2015/06/united-arab-emirates-political-map.jpg
ERITREA;ASMARA;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/Eritrea_250.jpg;7 472 000;https://www.mapsofworld.com/eritrea/maps/eritrea-political-map.jpg 
ESLOVAQUIA;BRATISLAVA;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/Eslovaquia_250.jpg;5 433 000;https://images.mapsofworld.com/wp-content/uploads/2014/08/slovakia-political-map.jpg
ESLOVENIA;LUBLIJANA;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/Eslovenia_250.jpg;2 066 000;https://espanol.mapsofworld.com/wp-content/uploads/2013/12/eslovenia-mapa.jpg 
ESPA�A;MADRID;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/espana_250.jpg;46 491 000;https://images.mapsofworld.com/wp-content/uploads/2013/04/spain-political-map.jpg 
ESTADOS UNIDOS;WASHINGTON D. C.;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/estados-unidos_250.jpg;325 318 000;https://images.mapsofworld.com/wp-content/uploads/2011/09/USA-State-Capital-Map-new.jpg 
ESTONIA;TALL�N;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/Estonia_250.jpg;1 316 000;https://images.mapsofworld.com/wp-content/uploads/2015/01/estonia-mapa-politico.jpg 
ETIOP�A;AD�S ABEBA;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/Etiopia_250.jpg;93 296 000;https://www.mapsofworld.com/ethiopia/maps/ethiopia-map.jpg 
FILIPINAS;MANILA;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/filipinas_250.jpg;103 456 000;https://espanol.mapsofworld.com/wp-content/uploads/2013/12/filipinas-mapa.jpg 
FINLANDIA;HELSINKI;https://static.vecteezy.com/system/resources/previews/000/392/059/non_2x/vector-illustration-of-finland-flag.jpg; 5 505 000;https://espanol.mapsofworld.com/wp-content/uploads/2013/12/finlandia-mapa.jpg 
FIYI;SUVA;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/fiyi_250.jpg;883 000;https://www.mapsofworld.com/fiji/maps/fiji-map.jpg 
FRANCIA;PAR�S;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/francia_250.jpg;64 765 000;https://images.mapsofworld.com/wp-content/uploads/2012/05/france.jpg 
GAB�N;LIBREVILLE;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/gabon_250.jpg;1 920 000;https://espanol.mapsofworld.com/wp-content/uploads/2013/02/mapa-de-gabon.jpg 
GAMBIA;BANJUL;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/gambia_250.jpg;2 124 000;https://images.mapsofworld.com/wp-content/uploads/2015/04/gambia-political.jpg 
GEORGIA;TIFLIS;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/Georgia_250.jpg; 3 713 000;https://images.mapsofworld.com/wp-content/uploads/2014/08/georgia-political-map.jpg 
GHANA;ACCRA;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/ghana_250.jpg;28 635 000;https://images.mapsofworld.com/wp-content/uploads/2015/03/Ghana-Political-Map.jpg 
GRANADA;SAINT GEORGE'S;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/granada_250.jpg;104 000;https://espanol.mapsofworld.com/wp-content/uploads/2014/08/grenada-political-map.jpg 
GRECIA;ATENAS;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/grecia_250.jpg;11 548 000;https://images.mapsofworld.com/wp-content/uploads/2013/05/greece-political.jpg 
GUATEMALA;CIUDAD DE GUATEMALA;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/guatemala_250.jpg;16 896 000;https://espanol.mapsofworld.com/wp-content/uploads/2011/08/mapa-de-guatemala.jpg 
GUINEA;CONAKRY;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/guinea_250.jpg;11 187 000;https://www.mapsofworld.com/guinea/maps/guinea-political-map.jpg 
GUINEA ECUATORIAL;MALABO;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/guinea-ecuatorial_250.jpg; 1 247 000;https://www.mapsofworld.com/equatorial-guinea/maps/equatorial-guinea-political-map.jpg 
GUINEA-BISSAU;BISSAU;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/guinea-bisau_250.jpg; 1 575 000;http://mapsofworld.com/guinea-bissau/maps/guinea-bissau-political-map.jpg 
GUYANA;GEORGETOWN;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/guyana_250.jpg;746 000;https://www.mapsofworld.com/guyana/maps/guyana-political-map.jpg 
HAIT�;PUERTO PR�NCIPE;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/haiti_250.jpg;11 284 000;https://espanol.mapsofworld.com/wp-content/uploads/2014/08/haiti-political-map.jpg 
HONDURAS;TEGUCIGALPA;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/honduras_250.jpg;8 795 000;https://espanol.mapsofworld.com/wp-content/uploads/2011/09/mapa-politico-de-honduras.jpg 
HUNGRIA;BUDAPEST;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/Hungria_250.jpg;9 805 000;https://espanol.mapsofworld.com/wp-content/uploads/2014/01/hungria-mapa.jpg 
INDIA;NUEVA DELHI;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/india_250.jpg;1 331 793 000;https://espanol.mapsofworld.com/wp-content/uploads/2013/06/mapa-de-india.gif
INDONESIA;YAKARTA;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/Indonesia_250.jpg;260 238 000;https://espanol.mapsofworld.com/wp-content/uploads/2013/12/indonesia-mapa.jpg 
IRAN;TEHERAN;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/iran_250.jpg;80 310 000;https://images.mapsofworld.com/wp-content/uploads/2014/08/iran-political-map.jpg
IRAQ;BAGDAD;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/iraq_250.jpg;38 370 000;https://images.mapsofworld.com/wp-content/uploads/2014/08/Iraq-Political-Map.jpg 
IRLANDA;DUBLIN;https://www.geoenciclopedia.com/wp-content/uploads/2018/11/irlanda_250.jpg;4 809 000;https://images.mapsofworld.com/wp-content/uploads/2013/05/irlanda-mapa-pol%C3%ADtico.jpg
